string,string,localized_a,localized_a,string,string,string,string,string,int,string
24007,jup_wc_jup_jp05_ar_foxtrot2000_mag_45_556n,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22524,187,attachmentdata,0,
24009,jup_wc_jup_jp05_ar_foxtrot2000_pgrip_aim,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22544,188,attachmentdata,0,
24010,jup_wc_jup_jp05_ar_foxtrot2000_pgrip_ass,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22545,189,attachmentdata,0,
24011,jup_wc_jup_jp05_ar_foxtrot2000_pgrip_tac,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22546,190,attachmentdata,0,
24012,jup_wc_jup_jp05_ar_foxtrot2000_stock_heavy,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22520,191,attachmentdata,0,
24013,jup_wc_jup_jp05_ar_foxtrot2000_stock_padded,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22521,192,attachmentdata,0,
24014,jup_wc_jup_jp05_ar_foxtrot2000_stock_reduc,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22522,193,attachmentdata,0,
23978,jup_wc_jup_jp03_br_aromeo200_stock_tactical,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,25977,194,attachmentdata,0,
23977,jup_wc_jup_jp03_br_aromeo200_stock_sn,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,25975,195,attachmentdata,0,
23976,jup_wc_jup_jp03_br_aromeo200_stock_sm,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,25978,196,attachmentdata,0,
23974,jup_wc_jup_jp03_br_aromeo200_drum_50_762n,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,29397,197,attachmentdata,0,
23973,jup_wc_jup_jp03_ar_aromeo160_stockno,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,25982,198,attachmentdata,0,
23969,jup_wc_jup_jp03_ar_aromeo160_stock_light,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,25981,199,attachmentdata,0,
23968,jup_wc_jup_jp03_ar_aromeo160_stock_heavy,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,25976,200,attachmentdata,0,
23967,jup_wc_jup_jp03_ar_aromeo160_pgrip_tac,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,25995,201,attachmentdata,0,
23965,jup_wc_jup_jp03_ar_aromeo160_pgrip_ass,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,25994,202,attachmentdata,0,
23960,jup_wc_jup_jp03_ar_aromeo160_bar_short,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,25969,203,attachmentdata,0,
23959,jup_wc_jup_jp03_ar_aromeo160_bar_long,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,25970,204,attachmentdata,0,
26296,jup_wc_jup_jp03_br_aromeo200_mag_20_762n,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,29396,205,attachmentdata,0,
28046,jup_wc_jup_jp03_br_aromeo200_mag_30_762n,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,50199,206,attachmentdata,0,
28021,jup_wc_jup_jp25_sm_mag_large,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,49892,207,attachmentdata,0,
28022,jup_wc_jup_jp25_sm_mag_xl,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,49893,208,attachmentdata,0,
28023,jup_wc_jup_jp25_sm_talpham_bar_shortlight,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,26011,209,attachmentdata,0,
28024,jup_wc_jup_jp25_sm_talpham_bar_xshort,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,49890,210,attachmentdata,0,
28025,jup_wc_jup_jp25_sm_talpham_mag_9p,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,49891,211,attachmentdata,0,
27262,jup_wc_jup_jp01_ar_golf36_bar_amp_dbar,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,5,,45900,212,attachmentdata,0,46998+47002+47003
28511,jup_wc_jup_ub_saw_01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,8,,52788,213,attachmentdata,0,
26327,jup_wc_jup_jp36_sn_boscar_mag_20_762s,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,5,,54021,214,attachmentdata,0,54019+54020+47150
29763,jup_wc_jup_jp09_sh_oromeo12_drum_amp_410g,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,5,,45901,215,attachmentdata,0,45995+30287
29765,jup_wc_jup_reflex_proj_tall,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,3,,53914,216,attachmentdata,0,
35441,jup_wc_jup_jp01_lm_mgolf36_bar_adverse_amp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,3,,56111,217,attachmentdata,0,36077+36076
35950,jup_wc_jup_cp08_br_xmike5_mag_amp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,8,,50211,218,attachmentdata,0,50209+50210+54628+50213
23395,jup_wc_jup_las_dmscope01,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,5,,22744,219,attachmentdata,0,
35952,jup_wc_perk_compression_carrier_vest_jup_mp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,8,,54605,220,perk,0,
35953,jup_wc_perk_dauntless_boots_jup_mp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,5,,53993,221,perk,0,
35954,jup_wc_perk_high_gain_antenna_jup_mp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,5,,27379,222,perk,0,
35955,jup_wc_perk_pistol_vest_jup_mp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,8,,54836,223,perk,0,
16387,jup_wc_perk_rhino_rig_jup_mp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,5,,27399,224,perk,0,
37753,jup_wc_jup_jp03_sm_pmike_barsil,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,48118,225,attachmentdata,0,
37940,jup_wc_jup_jp25_ar_talpha95_bar_lgtlong,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,26012,226,attachmentdata,0,
39453,jup_wc_jup_cp05_lm_halpha_pgrip_tac,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,46356,227,attachmentdata,0,
39452,jup_wc_jup_cp05_lm_halpha_pgrip_snp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,46357,228,attachmentdata,0,
39451,jup_wc_jup_cp05_lm_halpha_pgrip_aim,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,46354,229,attachmentdata,0,
39424,jup_wc_jup_twofivex08,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,21771,230,attachmentdata,0,
39423,jup_wc_jup_jp05_ar_foxtrot2000_comb_tac,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22528,231,attachmentdata,0,
39422,jup_wc_jup_jp05_ar_foxtrot2000_comb_heavy,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22527,232,attachmentdata,0,
39421,jup_wc_jup_jp05_ar_foxtrot2000_comb_ergo,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,22526,233,attachmentdata,0,
35951,jup_wc_equip_tracker_mine_jup_mp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,3,,54407,234,equipment,0,
35956,jup_wc_super_evg_jup_mp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,3,,32020,235,super,0,
40246,jup_wc_jup_jp10_sn_cdelta50_bolt_light,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,27472,236,attachmentdata,0,
40572,jup_wc_jup_jp35_sn_moscar,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,5,,49948,237,weapondata,0,49921+58019+49923+55455
40571,jup_wc_jup_jp34_ar_balpha27,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,5,,49835,238,weapondata,0,49807+57487+49809+2622+49834
40570,jup_wc_jup_jp32_pi_mpapa9,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,5,,49649,239,weapondata,0,49630+49631+2472+49648
29832,jup_wc_jup_jp23_me_pdango,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,5,,54601,240,weapondata,0,54600
36266,jup_wc_jup_cp01_sm_coscar635_stock_hmr_amp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,8,,55166,241,attachmentdata,0,
37756,jup_wc_jup_cp01_ar_mike16_bar_amp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,8,,57009,242,attachmentdata,0,60244+57011
37758,jup_wc_jup_cp19_dm_sbeta_bar_1887_amp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,8,,55384,243,attachmentdata,0,55385+55386+55387+55388+62259+30287
37757,jup_wc_jup_cp01_sm_coscar635_bar_hmr_amp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,5,,55164,244,attachmentdata,0,55163+55025+3507
28519,jup_wc_jup_jp05_ar_foxtrot2000_9mm_amp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,8,,52793,245,attachmentdata,0,58841+56482+56483+56484+2472
35059,jup_wc_jup_cp15_lm_mkilo3_mag_300_amp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,8,,55989,246,attachmentdata,0,55988+55990+55991+2462
35057,jup_wc_jup_cp04_sh_vecho_bar_br_amp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,8,,55960,247,attachmentdata,0,55978+55962+55963
39442,jup_wc_perk_compression_plate_jup_mp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,8,,54604,248,perk,0,
40569,jup_wc_perk_combined_arms_vest_jup_mp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,8,,64010,249,perk,0,
40566,jup_wc_killstreak_ims_jup_mp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,8,,27364,250,killstreak,0,
40567,jup_wc_killstreak_loitering_munition_jup_mp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,8,,27360,251,killstreak,0,
40654,jup_wc_killstreak_missile_drone_jup_mp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,8,,44610,252,killstreak,0,
29154,jup_wc_jup_grip_angled_mpapa9,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,53036,253,attachmentdata,0,
29155,jup_wc_jup_mpapa9_grip_vert,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,53037,254,attachmentdata,0,
29156,jup_wc_jup_silencer_sm_mpapa9,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,53038,255,attachmentdata,0,
35058,jup_wc_jup_cp15_lm_mkilo3_300_amp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,46979,256,attachmentdata,0,
36108,jup_wc_jup_comp_sm_16,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,57055,257,attachmentdata,0,
36454,jup_wc_jup_jp35_sn_moscar_bar_charge,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,5,,49931,258,attachmentdata,0,
40540,jup_wc_jup_ammo_4x30_hg,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,65094,259,attachmentdata,0,
40541,jup_wc_jup_ammo_4x30_lg,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,65095,260,attachmentdata,0,
40691,jup_wc_jup_ammo_50b_bb,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,29423,261,attachmentdata,0,
40692,jup_wc_jup_ammo_50b_hg,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,29420,262,attachmentdata,0,
40693,jup_wc_jup_ammo_50b_lg,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,29421,263,attachmentdata,0,
40694,jup_wc_jup_ammo_50b_xp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,29422,264,attachmentdata,0,
43621,jup_wc_jup_jp38_sh_spapa12,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,5,,58072,265,weapondata,0,58038+58061+65846+58064+63456+2971+58065
43620,jup_wc_jup_jp37_dm_kappa98,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,5,,58297,266,weapondata,0,58267+58289+58283+58698
43619,jup_wc_jup_jp23_me_shotel,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,5,,58371,267,weapondata,0,58361
43618,jup_wc_jup_cp01_sm_pcharlie9,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,5,,57063,268,weapondata,0,57023+57024+1200+3753
43616,jup_wc_jup_jp32_pi_mpapa9_bar_amp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,8,,60881,269,attachmentdata,0,60882+60885+60883
43615,jup_wc_jup_jp26_la_mike32_rec_amp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,8,,56497,270,attachmentdata,0,56494+56495+56738+56737+56739+66076
43614,jup_wc_jup_jp13_stockr_amp_svictork,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,8,,69815,271,attachmentdata,0,69814+62517
43613,jup_wc_jup_cp26_pi_swhiskey_cyl_amp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,8,,60652,272,attachmentdata,0,60650+60653
43612,jup_wc_jup_cp01_ar_mike4_mag_7_50b_amp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,8,,56492,273,attachmentdata,0,56489+56491+63107+63108+56493+44575
43611,jup_wc_jup_bar_ar_p04_akilo_amp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,8,,44581,274,attachmentdata,0,44582+44583
43617,jup_wc_equip_emp_grenade_jup_mp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,3,,66700,275,equipment,0,
45575,jup_wc_jup_emblem_n5934_1,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,30,,73141,276,emblem,0,
45586,jup_wc_jup_emblem_n5934_2,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,30,,73142,277,emblem,0,
45597,jup_wc_jup_emblem_n5934_3,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,30,,73143,278,emblem,0,
45602,jup_wc_jup_emblem_n5934_4,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,30,,73144,279,emblem,0,
45603,jup_wc_jup_emblem_n5934_5,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,30,,73145,280,emblem,0,
45604,jup_wc_jup_emblem_n5934_6,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,30,,73146,281,emblem,0,
45605,jup_wc_jup_emblem_n5934_7,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73147,282,emblem,0,
45606,jup_wc_jup_emblem_n5934_8,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73148,283,emblem,0,
45607,jup_wc_jup_emblem_n5934_9,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73149,284,emblem,0,
45576,jup_wc_jup_emblem_n5934_10,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73150,285,emblem,0,
45577,jup_wc_jup_emblem_n5934_11,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73151,286,emblem,0,
45578,jup_wc_jup_emblem_n5934_12,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73152,287,emblem,0,
45579,jup_wc_jup_emblem_n5934_13,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73153,288,emblem,0,
45580,jup_wc_jup_emblem_n5934_14,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73154,289,emblem,0,
45581,jup_wc_jup_emblem_n5934_15,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73155,290,emblem,0,
45582,jup_wc_jup_emblem_n5934_16,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73156,291,emblem,0,
45583,jup_wc_jup_emblem_n5934_17,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73157,292,emblem,0,
45584,jup_wc_jup_emblem_n5934_18,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73158,293,emblem,0,
45585,jup_wc_jup_emblem_n5934_19,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73159,294,emblem,0,
45587,jup_wc_jup_emblem_n5934_20,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73160,295,emblem,0,
45588,jup_wc_jup_emblem_n5934_21,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73161,296,emblem,0,
45589,jup_wc_jup_emblem_n5934_22,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73162,297,emblem,0,
45590,jup_wc_jup_emblem_n5934_23,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73163,298,emblem,0,
45591,jup_wc_jup_emblem_n5934_24,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73164,299,emblem,0,
45592,jup_wc_jup_emblem_n5934_25,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73165,300,emblem,0,
45593,jup_wc_jup_emblem_n5934_26,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73166,301,emblem,0,
45594,jup_wc_jup_emblem_n5934_27,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73167,302,emblem,0,
45595,jup_wc_jup_emblem_n5934_28,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73168,303,emblem,0,
45596,jup_wc_jup_emblem_n5934_29,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73169,304,emblem,0,
45598,jup_wc_jup_emblem_n5934_30,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73170,305,emblem,0,
45599,jup_wc_jup_emblem_n5934_31,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73171,306,emblem,0,
45600,jup_wc_jup_emblem_n5934_32,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73172,307,emblem,0,
45601,jup_wc_jup_emblem_n5934_33,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73173,308,emblem,0,
45608,jup_wc_jup_card_n5934_34,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,30,,73581,309,playercard,0,
45609,jup_wc_jup_card_n5934_35,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,30,,73607,310,playercard,0,
45610,jup_wc_jup_card_n5934_36,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,30,,73582,311,playercard,0,
45611,jup_wc_jup_card_n5934_37,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,30,,73583,312,playercard,0,
45612,jup_wc_jup_card_n5934_38,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,30,,73584,313,playercard,0,
45613,jup_wc_jup_card_n5934_39,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,30,,73585,314,playercard,0,
45614,jup_wc_jup_card_n5934_40,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73586,315,playercard,0,
45615,jup_wc_jup_card_n5934_41,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73587,316,playercard,0,
45616,jup_wc_jup_card_n5934_42,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73588,317,playercard,0,
45617,jup_wc_jup_card_n5934_43,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73589,318,playercard,0,
45618,jup_wc_jup_card_n5934_44,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73590,319,playercard,0,
45619,jup_wc_jup_card_n5934_45,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73591,320,playercard,0,
45620,jup_wc_jup_card_n5934_46,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73592,321,playercard,0,
45621,jup_wc_jup_card_n5934_47,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73593,322,playercard,0,
45622,jup_wc_jup_card_n5934_48,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73594,323,playercard,0,
45623,jup_wc_jup_card_n5934_49,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73595,324,playercard,0,
45624,jup_wc_jup_card_n5934_50,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73596,325,playercard,0,
45625,jup_wc_jup_card_n5934_51,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73597,326,playercard,0,
45626,jup_wc_jup_card_n5934_52,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73598,327,playercard,0,
45627,jup_wc_jup_card_n5934_53,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73599,328,playercard,0,
45628,jup_wc_jup_card_n5934_54,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73600,329,playercard,0,
45629,jup_wc_jup_card_n5934_55,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73601,330,playercard,0,
45630,jup_wc_jup_card_n5934_56,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73602,331,playercard,0,
45631,jup_wc_jup_card_n5934_57,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73603,332,playercard,0,
45632,jup_wc_jup_card_n5934_59,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73604,333,playercard,0,
45633,jup_wc_jup_card_n5934_60,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73605,334,playercard,0,
45634,jup_wc_jup_card_n5934_61,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,73606,335,playercard,0,
45747,jup_wc_jup_grip_angled_gh,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,8,,71650,336,attachmentdata,0,
45748,jup_wc_jup_silencer_xxl_ar,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,8,,71651,337,attachmentdata,0,71652+71653+71654+71655
45939,jup_wc_jup_jp10_sn_cdelta50_bolt_heavy,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,27471,338,attachmentdata,0,
48286,jup_wc_jup_silencer_sm_05,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,32794,339,attachmentdata,0,
37347,jup_wc_jup_jp23_me_spear,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,5,,60626,340,weapondata,0,
47604,jup_wc_jup_jp31_dm_compound,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,5,,48518,341,weapondata,0,48455+81271+48489
47605,jup_wc_jup_jp41_sm_kpappa50,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,5,,58665,342,weapondata,0,58619+58621+2622+58663
47606,jup_wc_jup_jp44_ar_stango44,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,5,,60287,343,weapondata,0,60266+60267+1200+66345
36453,jup_wc_jup_jp35_sn_moscar_bar_blund,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,5,,74070,344,attachmentdata,0,65577+65578+65579
47610,jup_wc_jup_grip_vert_tk_amp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,8,,65621,345,attachmentdata,0,
47609,jup_wc_jup_cp16_lm_slima_bar_amp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,8,,65573,346,attachmentdata,0,65574+65575+65576+65581+73615
47608,jup_wc_jup_cp04_lm_rkilo_drum_amp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,8,,65567,347,attachmentdata,0,71641+65569+65570+65571+65572+65580
47614,jup_wc_jup_jp38_sh_spapa12_stock_double_amp,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,8,,82134,348,attachmentdata,0,65632+81355+65635+63455
47792,jup_wc_jup_jp25_ar_balpha27_mag_las,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,8,,57489,349,attachmentdata,0,82787+82786
44017,jup_wc_jup_silencer_br_las,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,2,,73678,350,attachmentdata,0,
47973,jup_wc_jup_emblem_n6923_1,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,30,,82995,351,emblem,0,
47984,jup_wc_jup_emblem_n6923_2,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,30,,82996,352,emblem,0,
47995,jup_wc_jup_emblem_n6923_3,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,30,,82997,353,emblem,0,
48005,jup_wc_jup_emblem_n6923_4,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,30,,82998,354,emblem,0,
48006,jup_wc_jup_emblem_n6923_5,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,30,,82999,355,emblem,0,
48007,jup_wc_jup_emblem_n6923_6,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,30,,83000,356,emblem,0,
48008,jup_wc_jup_emblem_n6923_7,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,30,,83001,357,emblem,0,
48009,jup_wc_jup_emblem_n6923_8,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,30,,83002,358,emblem,0,
48010,jup_wc_jup_emblem_n6923_9,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,30,,83003,359,emblem,0,
47974,jup_wc_jup_emblem_n6923_10,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,30,,83004,360,emblem,0,
47975,jup_wc_jup_emblem_n6923_11,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,30,,83005,361,emblem,0,
47976,jup_wc_jup_emblem_n6923_12,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,82968,362,emblem,0,
47977,jup_wc_jup_emblem_n6923_13,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,82969,363,emblem,0,
47978,jup_wc_jup_emblem_n6923_14,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,82970,364,emblem,0,
47979,jup_wc_jup_emblem_n6923_15,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,82971,365,emblem,0,
47980,jup_wc_jup_emblem_n6923_16,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,82972,366,emblem,0,
47981,jup_wc_jup_emblem_n6923_17,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,82973,367,emblem,0,
47982,jup_wc_jup_emblem_n6923_18,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,82974,368,emblem,0,
47983,jup_wc_jup_emblem_n6923_19,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,82975,369,emblem,0,
47985,jup_wc_jup_emblem_n6923_20,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,82976,370,emblem,0,
47986,jup_wc_jup_emblem_n6923_21,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,82977,371,emblem,0,
47987,jup_wc_jup_emblem_n6923_22,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,82978,372,emblem,0,
47988,jup_wc_jup_emblem_n6923_23,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,82979,373,emblem,0,
47989,jup_wc_jup_emblem_n6923_24,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,82980,374,emblem,0,
47990,jup_wc_jup_emblem_n6923_25,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,82981,375,emblem,0,
47991,jup_wc_jup_emblem_n6923_26,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,82982,376,emblem,0,
47992,jup_wc_jup_emblem_n6923_27,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,82983,377,emblem,0,
47993,jup_wc_jup_emblem_n6923_28,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,82984,378,emblem,0,
47994,jup_wc_jup_emblem_n6923_29,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,82985,379,emblem,0,
47996,jup_wc_jup_emblem_n6923_30,a&,a&CHALLENGE/WIN_CHALLENGE_DESC,10,,82986,380,emblem,0,
