string,string,localized,localized,string,string,string,string,string
3958,iw9_iw8_lm_mgolf34_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2041100,,,
1930,iw9_iw8_pi_golf21_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2001101,,,
24,iw9_iw8_pi_papa320_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2002101,,,
201,iw9_iw8_pi_decho_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2003101,,,
673,iw9_iw8_pi_mike1911_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2004101,,,
184,iw9_iw8_pi_cpapa_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2005101,,,
2023,iw9_iw8_sm_mpapa5_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2006101,,,
366,iw9_iw8_sm_beta_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2007101,,,
3799,iw9_iw8_sm_augolf_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2008101,,,
386,iw9_iw8_sm_papa90_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2009101,,,
949,iw9_iw8_sm_mpapa7_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2010101,,,
1757,iw9_iw8_sm_uzulu_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2011101,,,
672,iw9_iw8_me_riotshield_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2013101,,,
291,iw9_iw8_ar_mike4_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2015101,,,
1703,iw9_iw8_ar_akilo47_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2016101,,,
1768,iw9_iw8_ar_asierra12_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2017101,,,
43,iw9_iw8_ar_falpha_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2018101,,,
1818,iw9_iw8_ar_mcharlie_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2019101,,,
3847,iw9_iw8_ar_kilo433_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2020101,,,
1868,iw9_iw8_ar_falima_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2021101,,,
1817,iw9_iw8_ar_scharlie_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2022101,,,
111,iw9_iw8_la_rpapa7_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2023101,,,
2617,iw9_iw8_la_gromeo_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2024101,,,
791,iw9_iw8_la_juliet_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2025101,,,
2652,iw9_iw8_la_kgolf_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2026101,,,
136,iw9_iw8_sn_mike14_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_SNIPER_UNLOCK_TEXT,,2027101,,,
873,iw9_iw8_sn_kilo98_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_SNIPER_UNLOCK_TEXT,,2028101,,,
1738,iw9_iw8_sn_sbeta_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_SNIPER_UNLOCK_TEXT,,2029101,,,
1696,iw9_iw8_sn_alpha50_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_SNIPER_UNLOCK_TEXT,,2030101,,,
611,iw9_iw8_sn_delta_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_SNIPER_UNLOCK_TEXT,,2031101,,,
161,iw9_iw8_sn_hdromeo_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_SNIPER_UNLOCK_TEXT,,2032101,,,
588,iw9_iw8_sh_dpapa12_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2034101,,,
3058,iw9_iw8_sh_oscar12_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2035101,,,
3116,iw9_iw8_sh_charlie725_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2036101,,,
942,iw9_iw8_sh_romeo870_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2037101,,,
868,iw9_iw8_lm_kilo121_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2038101,,,
261,iw9_iw8_lm_pkilo_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2039101,,,
3947,iw9_iw8_lm_lima86_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2040101,,,
3917,iw9_iw8_lm_mgolf34_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2041101,,,
3085,iw9_iw8_pi_golf21_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2001102,,,
1053,iw9_iw8_pi_papa320_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2002102,,,
2974,iw9_iw8_pi_decho_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2003102,,,
364,iw9_iw8_pi_mike1911_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2004102,,,
969,iw9_iw8_pi_cpapa_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2005102,,,
1021,iw9_iw8_sm_mpapa5_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2006102,,,
3915,iw9_iw8_sm_beta_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2007102,,,
2658,iw9_iw8_sm_augolf_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2008102,,,
548,iw9_iw8_sm_papa90_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2009102,,,
3980,iw9_iw8_sm_mpapa7_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2010102,,,
732,iw9_iw8_sm_uzulu_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2011102,,,
725,iw9_iw8_me_riotshield_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2013102,,,
766,iw9_iw8_ar_mike4_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2015102,,,
3141,iw9_iw8_ar_akilo47_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2016102,,,
830,iw9_iw8_ar_asierra12_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2017102,,,
2669,iw9_iw8_ar_falpha_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2018102,,,
1978,iw9_iw8_ar_mcharlie_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2019102,,,
1029,iw9_iw8_ar_kilo433_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2020102,,,
3107,iw9_iw8_ar_falima_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2021102,,,
1089,iw9_iw8_ar_scharlie_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2022102,,,
4115,iw9_iw8_la_rpapa7_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2023102,,,
967,iw9_iw8_la_gromeo_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2024102,,,
4095,iw9_iw8_la_juliet_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2025102,,,
1913,iw9_iw8_la_kgolf_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2026102,,,
488,iw9_iw8_sn_mike14_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2027102,,,
214,iw9_iw8_sn_kilo98_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2028102,,,
153,iw9_iw8_sn_sbeta_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2029102,,,
4000,iw9_iw8_sn_alpha50_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2030102,,,
3871,iw9_iw8_sn_delta_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2031102,,,
680,iw9_iw8_sn_hdromeo_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2032102,,,
3124,iw9_iw8_sh_dpapa12_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2034102,,,
1759,iw9_iw8_sh_oscar12_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2035102,,,
2784,iw9_iw8_sh_charlie725_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2036102,,,
140,iw9_iw8_sh_romeo870_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2037102,,,
237,iw9_iw8_lm_kilo121_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2038102,,,
159,iw9_iw8_lm_pkilo_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2039102,,,
905,iw9_iw8_lm_lima86_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2040102,,,
1772,iw9_iw8_lm_mgolf34_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2041102,,,
947,iw9_iw8_knife_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2014100,,,
2997,iw9_iw8_knife_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2014101,,,
2849,iw9_iw8_knife_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2014102,,,
125,iw9_ch_gs_ar_tango21_camo_01b,&CHALLENGE/NAME_NONE,&CHALLENGE/GS_KILLS,25|50|100|150|225|325|450|600|800,3945|3945|3945|3945|3945|3945|3945|3945|3945,250|375|375|500|750|750|875|875|1250,,
1916,iw9_ch_gs_ar_tango21_camo_02b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HEADSHOTS_DESC,5|10|20|30|45|60|80|100|125,3945|3945|3945|3945|3945|3945|3945|3945|3945,250|375|375|500|750|750|875|875|1250,,
2876,iw9_ch_gs_ar_tango21_camo_03b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STANCECHANGE_DESC,5|15|30|50|70|90|110|135|160,3945|3945|3945|3945|3945|3945|3945|3945|3945,250|375|375|500|750|750|875|875|1250,,
613,iw9_ch_gs_ar_tango21_camo_04b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HIPFIRE_DESC,5|10|15|20|25|35|45|60|75,3945|3945|3945|3945|3945|3945|3945|3945|3945,250|375|375|500|750|750|875|875|1250,,
2025,iw9_ch_gs_ar_tango21_camo_05b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_DISTANCESHOT_DESC,5|10|15|20|25|35|55|75|100,3945|3945|3945|3945|3945|3945|3945|3945|3945,250|375|375|500|750|750|875|875|1250,,
4068,iw9_ch_gs_ar_tango21_camo_06b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_MOUNTED_DESC,5|10|15|25|35|45|60|75|100,3945|3945|3945|3945|3945|3945|3945|3945|3945,250|375|375|500|750|750|875|875|1250,,
1005,iw9_ch_gs_ar_tango21_camo_07b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_FULLATTACHMENTS_DESC,10|20|30|50|70|90|120|150|180,3945|3945|3945|3945|3945|3945|3945|3945|3945,250|375|375|500|750|750|875|875|1250,,
2642,iw9_ch_gs_ar_tango21_camo_08b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_RELOADKILL_DESC,5|10|15|20|25|30|35|40|50,3945|3945|3945|3945|3945|3945|3945|3945|3945,250|375|375|500|750|750|875|875|1250,,
2873,iw9_ch_gs_ar_tango21_camo_09b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_NOATTACHMENTS_DESC,5|15|25|35|45|60|75|90|110,3945|3945|3945|3945|3945|3945|3945|3945|3945,250|375|375|500|750|750|875|875|1250,,
690,iw9_ch_gs_ar_tango21_camo_10b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STREAKS_DESC,2|4|7|10|14|18|23|28|35,3945|3945|3945|3945|3945|3945|3945|3945|3945,250|375|375|500|750|750|875|875|1250,,
1938,iw9_ch_gs_lm_golf36_camo_01b,&CHALLENGE/NAME_NONE,&CHALLENGE/GS_KILLS,25|50|75|125|175|250|325|400|525,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|625|625|750,,
59,iw9_ch_gs_lm_golf36_camo_02b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HEADSHOTS_DESC,5|10|15|25|35|45|55|65|75,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|625|625|750,,
2950,iw9_ch_gs_lm_golf36_camo_03b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STANCECHANGE_DESC,5|10|15|20|25|35|45|55|65,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|625|625|750,,
93,iw9_ch_gs_lm_golf36_camo_04b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_HIPFIRE_DESC,2|4|6|9|12|15|20|30|45,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|625|625|750,,
3109,iw9_ch_gs_lm_golf36_camo_05b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_DISTANCESHOT_DESC,2|6|10|15|20|25|30|35|45,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|625|625|750,,
421,iw9_ch_gs_lm_golf36_camo_06b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_MOUNTED_DESC,2|4|6|10|15|20|25|35|45,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|625|625|750,,
279,iw9_ch_gs_lm_golf36_camo_07b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_FULLATTACHMENTS_DESC,10|25|40|60|80|100|120|150|180,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|625|625|750,,
1135,iw9_ch_gs_lm_golf36_camo_08b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_DOUBLEKILL_DESC,1|3|6|9|12|16|20|25|30,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|625|625|750,,
1844,iw9_ch_gs_lm_golf36_camo_09b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_NOATTACHMENTS_DESC,5|10|15|25|35|45|55|65|75,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|625|625|750,,
1085,iw9_ch_gs_lm_golf36_camo_10b,&CHALLENGE/NAME_NONE,&CHALLENGE/CAMO_STREAKS_DESC,2|4|6|8|10|13|16|19|25,3945|3945|3945|3945|3945|3945|3945|3945|3945,125|125|250|375|375|500|625|625|750,,
282,iw9_iw8_ar_tango21_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2205100,,,
517,iw9_iw8_ar_tango21_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2205101,,,
2910,iw9_iw8_ar_tango21_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2205102,,,
2916,iw9_iw8_lm_golf36_gold_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_GOLD_UNLOCK_TEXT,,2210100,,,
2680,iw9_iw8_lm_golf36_diamond_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_DIAMOND_UNLOCK_TEXT,,2210101,,,
3022,iw9_iw8_lm_golf36_black_camo,&CHALLENGE/NAME_NONE,&CAMOS/CAMO_BLACK_UNLOCK_TEXT,,2210102,,,
7917,iw9_ch_reward_operator_unlocks_cp_three_stars,&CHALLENGE/REWARD_OPERATOR_UNLOCKS_CP_THREE_STARS,&CHALLENGE/REWARD_OPERATOR_UNLOCKS_CP_THREE_STARS_DESC,1|2|3,11393|11391|11390,1500|2000|3000,,
8105,iw9_ch_reward_kit_prog_unlocks_medic_rank_2,&CHALLENGE/REWARD_KIT_PROG_UNLOCKS_MEDIC_RANK_2,&CHALLENGE/REWARD_KIT_PROG_UNLOCKS_MEDIC_RANK_2_DESC,1,6485,0,,
8106,iw9_ch_reward_kit_prog_unlocks_medic_rank_4,&CHALLENGE/REWARD_KIT_PROG_UNLOCKS_MEDIC_RANK_4,&CHALLENGE/REWARD_KIT_PROG_UNLOCKS_MEDIC_RANK_4_DESC,1,,0,,
8108,iw9_ch_reward_kit_prog_unlocks_medic_rank_6,&CHALLENGE/REWARD_KIT_PROG_UNLOCKS_MEDIC_RANK_6,&CHALLENGE/REWARD_KIT_PROG_UNLOCKS_MEDIC_RANK_6_DESC,1,8966,0,,
8110,iw9_ch_reward_kit_prog_unlocks_medic_rank_8,&CHALLENGE/REWARD_KIT_PROG_UNLOCKS_MEDIC_RANK_8,&CHALLENGE/REWARD_KIT_PROG_UNLOCKS_MEDIC_RANK_8_DESC,1,,0,,
8111,iw9_ch_reward_kit_prog_unlocks_medic_rank_10,&CHALLENGE/REWARD_KIT_PROG_UNLOCKS_MEDIC_RANK_10,&CHALLENGE/REWARD_KIT_PROG_UNLOCKS_MEDIC_RANK_10_DESC,1,,0,,
8115,iw9_ch_reward_kit_prog_unlocks_assault_rank_2,&CHALLENGE/REWARD_KIT_PROG_UNLOCKS_ASSAULT_RANK_2,&CHALLENGE/REWARD_KIT_PROG_UNLOCKS_ASSAULT_RANK_2_DESC,1,6215,0,,
8116,iw9_ch_reward_kit_prog_unlocks_assault_rank_4,&CHALLENGE/REWARD_KIT_PROG_UNLOCKS_ASSAULT_RANK_4,&CHALLENGE/REWARD_KIT_PROG_UNLOCKS_ASSAULT_RANK_4_DESC,1,,0,,
8117,iw9_ch_reward_kit_prog_unlocks_assault_rank_6,&CHALLENGE/REWARD_KIT_PROG_UNLOCKS_ASSAULT_RANK_6,&CHALLENGE/REWARD_KIT_PROG_UNLOCKS_ASSAULT_RANK_6_DESC,1,8718,0,,
8121,iw9_ch_reward_kit_prog_unlocks_assault_rank_8,&CHALLENGE/REWARD_KIT_PROG_UNLOCKS_ASSAULT_RANK_8,&CHALLENGE/REWARD_KIT_PROG_UNLOCKS_ASSAULT_RANK_8_DESC,1,,0,,
8123,iw9_ch_reward_kit_prog_unlocks_assault_rank_10,&CHALLENGE/REWARD_KIT_PROG_UNLOCKS_ASSAULT_RANK_10,&CHALLENGE/REWARD_KIT_PROG_UNLOCKS_ASSAULT_RANK_10_DESC,1,,0,,
8125,iw9_ch_reward_kit_prog_unlocks_recon_rank_2,&CHALLENGE/REWARD_KIT_PROG_UNLOCKS_RECON_RANK_2,&CHALLENGE/REWARD_KIT_PROG_UNLOCKS_RECON_RANK_2_DESC,1,6780,0,,
8127,iw9_ch_reward_kit_prog_unlocks_recon_rank_4,&CHALLENGE/REWARD_KIT_PROG_UNLOCKS_RECON_RANK_4,&CHALLENGE/REWARD_KIT_PROG_UNLOCKS_RECON_RANK_4_DESC,1,,0,,
8129,iw9_ch_reward_kit_prog_unlocks_recon_rank_6,&CHALLENGE/REWARD_KIT_PROG_UNLOCKS_RECON_RANK_6,&CHALLENGE/REWARD_KIT_PROG_UNLOCKS_RECON_RANK_6_DESC,1,9029,0,,
8131,iw9_ch_reward_kit_prog_unlocks_recon_rank_8,&CHALLENGE/REWARD_KIT_PROG_UNLOCKS_RECON_RANK_8,&CHALLENGE/REWARD_KIT_PROG_UNLOCKS_RECON_RANK_8_DESC,1,,0,,
8130,iw9_ch_reward_kit_prog_unlocks_recon_rank_10,&CHALLENGE/REWARD_KIT_PROG_UNLOCKS_RECON_RANK_10,&CHALLENGE/REWARD_KIT_PROG_UNLOCKS_RECON_RANK_10_DESC,1,,0,,
8141,iw9_ch_reward_career_star_unlocks_10,&CHALLENGE/REWARD_CAREER_STARS_UNLOCK_10,&CHALLENGE/REWARD_CAREER_STARS_UNLOCK_10_DESC,1,,0,,
8143,iw9_ch_reward_career_star_unlocks_20,&CHALLENGE/REWARD_CAREER_STARS_UNLOCK_20,&CHALLENGE/REWARD_CAREER_STARS_UNLOCK_20_DESC,1,,0,,
8146,iw9_ch_reward_career_star_unlocks_30,&CHALLENGE/REWARD_CAREER_STARS_UNLOCK_30,&CHALLENGE/REWARD_CAREER_STARS_UNLOCK_30_DESC,1,,0,,
8148,iw9_ch_reward_career_star_unlocks_50,&CHALLENGE/REWARD_CAREER_STARS_UNLOCK_50,&CHALLENGE/REWARD_CAREER_STARS_UNLOCK_50_DESC,1,,0,,
8150,iw9_ch_reward_career_star_unlocks_75,&CHALLENGE/REWARD_CAREER_STARS_UNLOCK_75,&CHALLENGE/REWARD_CAREER_STARS_UNLOCK_75_DESC,1,,0,,
8152,iw9_ch_reward_career_star_unlocks_100,&CHALLENGE/REWARD_CAREER_STARS_UNLOCK_100,&CHALLENGE/REWARD_CAREER_STARS_UNLOCK_100_DESC,1,,0,,
8156,iw9_ch_reward_intel_collect_unlocks_20_cp,&CHALLENGE/REWARD_INTEL_COLLECT_UNLOCKS_20_CP,&CHALLENGE/REWARD_INTEL_COLLECT_UNLOCKS_20_CP_DESC,1,,0,,
8158,iw9_ch_reward_intel_collect_unlocks_40_cp,&CHALLENGE/REWARD_INTEL_COLLECT_UNLOCKS_40_CP,&CHALLENGE/REWARD_INTEL_COLLECT_UNLOCKS_40_CP_DESC,1,,0,,
8160,iw9_ch_reward_intel_collect_unlocks_50_cp,&CHALLENGE/REWARD_INTEL_COLLECT_UNLOCKS_50_CP,&CHALLENGE/REWARD_INTEL_COLLECT_UNLOCKS_50_CP_DESC,1,,0,,
8166,iw9_ch_reward_mission_complete_defender_mt_zaya,&CHALLENGE/REWARD_MISSION_COMPLETE_DEFENDER_MT_ZAYA,&CHALLENGE/REWARD_MISSION_COMPLETE_DEFENDER_MT_ZAYA_DESC,1,,0,,
8169,iw9_ch_reward_mission_complete_low_profile,&CHALLENGE/REWARD_MISSION_COMPLETE_LOW_PROFILE,&CHALLENGE/REWARD_MISSION_COMPLETE_LOW_PROFILE_DESC,1,,0,,
8168,iw9_ch_reward_mission_complete_defender_mt_zaya_three_stars,&CHALLENGE/REWARD_MISSION_COMPLETE_DEFENDER_MT_ZAYA_THREE_STARS,&CHALLENGE/REWARD_MISSION_COMPLETE_DEFENDER_MT_ZAYA_THREE_STARS_DESC,1,,0,,
8171,iw9_ch_reward_mission_complete_low_profile_three_stars,&CHALLENGE/REWARD_MISSION_COMPLETE_LOW_PROFILE_THREE_STARS,&CHALLENGE/REWARD_MISSION_COMPLETE_LOW_PROFILE_THREE_STARS_DESC,1,,0,,
8173,iw9_ch_reward_mission_complete_denied_area,&CHALLENGE/REWARD_MISSION_COMPLETE_DENIED_AREA,&CHALLENGE/REWARD_MISSION_COMPLETE_DENIED_AREA_DESC,1,,0,,
8175,iw9_ch_reward_mission_complete_denied_area_three_stars,&CHALLENGE/REWARD_MISSION_COMPLETE_DENIED_AREA_THREE_STARS,&CHALLENGE/REWARD_MISSION_COMPLETE_DENIED_AREA_THREE_STARS_DESC,1,,0,,
8177,iw9_ch_reward_mission_complete_raid_s1,&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S1,&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S1_DESC,1,,0,,
8181,iw9_ch_reward_mission_complete_raid_s1_hard,&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S1_HARD,&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S1_HARD_DESC,1,,0,,
8180,iw9_ch_reward_mission_complete_raid_s1_six_stars,&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S1_SIX_STARS,&CHALLENGE/REWARD_MISSION_COMPLETE_RAID_S1_SIX_STARS_DESC,1,,0,,
8735,iw9_ch_intel_collect_single,&CHALLENGE/INTEL_COLLECT_SINGLE,&CHALLENGE/INTEL_COLLECT_SINGLE_DESC,1,,0,,
8737,iw9_ch_intel_collect_five,&CHALLENGE/INTEL_COLLECT_FIVE,&CHALLENGE/INTEL_COLLECT_FIVE_DESC,1,,0,,
