xhash,localized_a,localized_a,localized_a,string,xhash,string,string,string,localized_a,string,string,string,string,string,localized_a,string,xhash,localized_a,string,xhash,string,string,xhash,string,string,xhash,string,string,xhash,string,localized_a,int
#assist_ffa,a&SPLASHES/ASSIST_FFA,a&SPLASHES/ASSIST_FFA,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,2,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#assist_marked,a&SPLASHES/ASSIST_MARKED,a&SPLASHES/ASSIST_MARKED,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,3,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_153109f7b94f0a56,a&SPLASHES/ASSIST_PING,a&SPLASHES/ASSIST_PING,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,4,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#assist_decoy,a&SPLASHES/ASSIST_DECOY,a&SPLASHES/ASSIST_DECOY,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,4,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#tactical_camera_enemy_killed_assist,a&SPLASHES/TACTICAL_CAMERA_ENEMY_KILLED_ASSIST,a&SPLASHES/TACTICAL_CAMERA_ENEMY_KILLED_ASSIST,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,4,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#shield_damage,a&,a&,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#shield_assist,a&SPLASHES/SHIELDASSIST,a&SPLASHES/SHIELDASSIST,a&SPLASHES/SHIELDASSIST_DESC,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#squad_spawn,a&SPLASHES/SQUAD_SPAWN,a&SPLASHES/SQUAD_SPAWN,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_5fe4192c1fd1be4c,a&SPLASHES/SQUAD_SPAWN,a&SPLASHES/SQUAD_SPAWN,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#rally_spawn_heli,a&SPLASHES/RALLY_SPAWN_HELI,a&SPLASHES/RALLY_SPAWN_HELI,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#rally_spawn_boat,a&SPLASHES/RALLY_SPAWN_BOAT,a&SPLASHES/RALLY_SPAWN_BOAT,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#rally_spawn_apc,a&SPLASHES/RALLY_SPAWN_APC,a&SPLASHES/RALLY_SPAWN_APC,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#bounty,a&SPLASHES/COLLECTED_BOUNTY,a&SPLASHES/COLLECTED_BOUNTY,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,40,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#munitions_box_teammate_used,a&SPLASHES/MUNITIONS_BOX_TEAMMATE_USED,a&SPLASHES/MUNITIONS_BOX_TEAMMATE_USED,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_1854b1ca8856f504,a&SPLASHES/WEAPON_BOX_TEAMMATE_USED,a&SPLASHES/WEAPON_BOX_TEAMMATE_USED,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#emped_vehicle,a&SPLASHES/EMPED_VEHICLE,a&SPLASHES/EMPED_VEHICLE,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#emped_killstreak,a&SPLASHES/EMPED_KILLSTREAK,a&SPLASHES/EMPED_KILLSTREAK,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#emped_player,a&SPLASHES/EMPED_PLAYER,a&SPLASHES/EMPED_PLAYER,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hack,a&SPLASHES/BLACKHAT_HACK,a&SPLASHES/BLACKHAT_HACK,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#perk_marked_target,a&SPLASHES/PERK_MARKED_TARGET,a&SPLASHES/PERK_MARKED_TARGET,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_69b1469e70319f73,a&SPLASHES/PERK_MARKED_TARGET,a&SPLASHES/PERK_MARKED_TARGET,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#manual_flare_missile_redirect,a&SPLASHES/MANUAL_FLARE_MISSILE_REDIRECT,a&SPLASHES/MANUAL_FLARE_MISSILE_REDIRECT,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_add42535de0b8b91,a&SPLASHES/VEHICLE_CRITICAL_DAMAGE,a&SPLASHES/VEHICLE_CRITICAL_DAMAGE,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#penetration_kill,a&SPLASHES/PENETRATION_KILL,a&SPLASHES/PENETRATION_KILL,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#scrap_assist,a&SPLASHES/SCRAP_ASSIST,a&SPLASHES/SCRAP_ASSIST,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#capture,a&SPLASHES/CAPTURE,a&SPLASHES/CAPTURE,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#capture_assist,a&SPLASHES/ASSIST_SECURED_POSITION,a&SPLASHES/ASSIST_SECURED_POSITION,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#neutralized,a&MEDALS_MP/MODE_DOM_NEUTRALIZED,a&MEDALS_MP/MODE_DOM_NEUTRALIZED,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#flag_grab,a&SPLASHES/FLAG_GRAB,a&SPLASHES/FLAG_GRAB,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#flag_capture,a&SPLASHES/FLAG_CAPTURE,a&SPLASHES/FLAG_CAPTURE,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#flag_return,a&SPLASHES/FLAGRETURN,a&SPLASHES/FLAGRETURN,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#tag_score,a&SPLASHES/BANKED_TAG,a&SPLASHES/BANKED_TAG,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#mega_bank,a&SPLASHES/BANKED_TEN_TAGS,a&SPLASHES/BANKED_TEN_TAGS,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_cbcb83b1a39c5c8e,a&SPLASHES/HQ_SECURED,a&SPLASHES/HQ_SECURED,a&,hud_icon_splash_kill,#,playercard_splash,gameplay,,a&,,,,,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dz_capture,a&SPLASHES/DZ_SECURED,a&SPLASHES/DZ_SECURED,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hp_secure,a&SPLASHES/HP_SECURED,a&SPLASHES/HP_SECURED,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hp_quick_cap,a&SPLASHES/HP_QUICK_CAP,a&SPLASHES/HP_QUICK_CAP,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_61e7451e5d97d089,a&SPLASHES/HP_HOLD,a&SPLASHES/HP_HOLD,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_7e236756fb6f7c1a,a&SPLASHES/DZ_HOLD,a&SPLASHES/DZ_HOLD,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#tag_collected,a&SPLASHES/TAG_COLLECTED,a&SPLASHES/TAG_COLLECTED,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#tag_denied,a&SPLASHES/TAG_DENIED,a&SPLASHES/TAG_DENIED,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#tag_retrieved,a&SPLASHES/TAGS_RETRIEVED,a&SPLASHES/TAGS_RETRIEVED,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#kill_confirmed,a&SPLASHES/KILL_CONFIRMED,a&SPLASHES/KILL_CONFIRMED,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#kill_denied,a&SPLASHES/DENIED_KILL,a&SPLASHES/DENIED_KILL,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_be03c8d7051adfa8,a&SPLASHES/TEAM_CONFIRMED,a&SPLASHES/TEAM_CONFIRMED,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#tag_retrieved,a&MEDALS_MP/MODE_KC_OWN_TAGS,a&MEDALS_MP/MODE_KC_OWN_TAGS,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_fec13ad5ea891dce,a&SPLASHES/TEAM_COLLECTED,a&SPLASHES/TEAM_COLLECTED,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#plant,a&SPLASHES/PLANT,a&SPLASHES/PLANT,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#defuse,a&SPLASHES/DEFUSE,a&SPLASHES/DEFUSE,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#detonate,a&SPLASHES/BOMBSITE_DETONATE,a&SPLASHES/BOMBSITE_DETONATE,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#kill_cranked,a&SPLASHES/KILL_CRANKED,a&SPLASHES/KILL_CRANKED,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#assault,a&SPLASHES/ASSAULT,a&SPLASHES/ASSAULT,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#assist_cranked,a&SPLASHES/ASSIST_CRANKED,a&SPLASHES/ASSIST_CRANKED,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#begin_cranked,a&SPLASHES/CRANKED,a&SPLASHES/CRANKED,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#defend,a&SPLASHES/DEFEND,a&SPLASHES/DEFEND,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_f648e4847b740818,a&SPLASHES/DEFEND,a&SPLASHES/DEFEND,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#neutral_capture,a&SPLASHES/CAPTURE_NEUTRAL,a&SPLASHES/CAPTURE_NEUTRAL,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_42f35af3197f7eac,a&SPLASHES/CAPTURE_NEUTRAL_B,a&SPLASHES/CAPTURE_NEUTRAL_B,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#capture_kill,a&SPLASHES/CAPTURE_KILL,a&SPLASHES/CAPTURE_KILL,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#final_survivor,a&SPLASHES/FINAL_SURVIVOR,a&SPLASHES/FINAL_SURVIVOR,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#got_infected,a&SPLASHES/GOT_INFECTED,a&SPLASHES/GOT_INFECTED,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#infected_survivor,a&SPLASHES/INFECTED_SURVIVOR,a&SPLASHES/INFECTED_SURVIVOR,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#survivor,a&SPLASHES/SURVIVOR,a&SPLASHES/SURVIVOR,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#carrier_kill,a&SPLASHES/CARRIER_KILL,a&SPLASHES/CARRIER_KILL,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#killed_carrier,a&SPLASHES/KILLED_FLAG_CARRIER,a&SPLASHES/KILLED_FLAG_CARRIER,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_381f16dd2b01c743,a&SPLASHES/BALL_CARRIER_KILL,a&SPLASHES/BALL_CARRIER_KILL,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#killed_emp_carrier,a&SPLASHES/KILLED_EMP_CARRIER,a&SPLASHES/KILLED_EMP_CARRIER,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#kill_juggernaut,a&MP_INGAME_ONLY/KILLED_JUGGERNAUT,a&MP_INGAME_ONLY/KILLED_JUGGERNAUT,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#jugg_on_jugg,a&MP_INGAME_ONLY/JUGG_KILLED_JUGG,a&MP_INGAME_ONLY/JUGG_KILLED_JUGG,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_670456684d1ac92f,a&MP_INGAME_ONLY/JUGGERNAUT_KILL,a&MP_INGAME_ONLY/JUGGERNAUT_KILL,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#revived,a&SPLASHES/REVIVED,a&SPLASHES/REVIVED,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#teamkill,a&SPLASHES/TEAMKILL,a&SPLASHES/TEAMKILL,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#last_stand_kill,a&SPLASHES/LAST_STAND_KILL,a&SPLASHES/LAST_STAND_KILL,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#downed,a&SPLASHES/DOWNED_PLAYER,a&SPLASHES/DOWNED_PLAYER,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#execution,a&SPLASHES/EXECUTION,a&SPLASHES/EXECUTION,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#gained_gun_rank,a&SPLASHES/GAINED_GUN_RANK,a&SPLASHES/GAINED_GUN_RANK,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dropped_gun_rank,a&SPLASHES/DROPPED_GUN_RANK,a&SPLASHES/DROPPED_GUN_RANK,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dropped_enemy_gun_rank,a&SPLASHES/DROPPED_ENEMY_GUN_RANK,a&SPLASHES/DROPPED_ENEMY_GUN_RANK,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_90d185e962ff0f9a,a&SPLASHES/SNOWBALL_KILL,a&SPLASHES/SNOWBALL_KILL,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#kill_apc_rus,a&MEDALS_MP/KILL_APC_RUS,a&MEDALS_MP/KILL_APC_RUS,a&MEDALS_MP/KILL_APC_RUS_DESC,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#kill_bonus,a&SPLASHES/KILL_BONUS,a&SPLASHES/KILL_BONUS,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hvt_kill,a&SPLASHES/HVT_KILL,a&SPLASHES/HVT_KILL,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#teamscore_notify_1,a&MP_INGAME_ONLY/TEAMSCORE_NOTIFY_1,a&MP_INGAME_ONLY/TEAMSCORE_NOTIFY_1,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#teamscore_notify_2,a&MP_INGAME_ONLY/TEAMSCORE_NOTIFY_2,a&MP_INGAME_ONLY/TEAMSCORE_NOTIFY_2,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#teamscore_notify_3,a&MP_INGAME_ONLY/TEAMSCORE_NOTIFY_3,a&MP_INGAME_ONLY/TEAMSCORE_NOTIFY_3,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#teamscore_notify_4,a&MP_INGAME_ONLY/TEAMSCORE_NOTIFY_4,a&MP_INGAME_ONLY/TEAMSCORE_NOTIFY_4,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#teamscore_notify_5,a&MP_INGAME_ONLY/TEAMSCORE_NOTIFY_5,a&MP_INGAME_ONLY/TEAMSCORE_NOTIFY_5,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#teamscore_notify_6,a&MP_INGAME_ONLY/TEAMSCORE_NOTIFY_6,a&MP_INGAME_ONLY/TEAMSCORE_NOTIFY_6,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#teamscore_notify_7,a&MP_INGAME_ONLY/TEAMSCORE_NOTIFY_7,a&MP_INGAME_ONLY/TEAMSCORE_NOTIFY_7,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#teamscore_notify_8,a&MP_INGAME_ONLY/TEAMSCORE_NOTIFY_8,a&MP_INGAME_ONLY/TEAMSCORE_NOTIFY_8,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#teamscore_notify_9,a&MP_INGAME_ONLY/TEAMSCORE_NOTIFY_9,a&MP_INGAME_ONLY/TEAMSCORE_NOTIFY_9,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#teamscore_notify_10,a&MP_INGAME_ONLY/TEAMSCORE_NOTIFY_10,a&MP_INGAME_ONLY/TEAMSCORE_NOTIFY_10,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#teamscore_notify_15,a&MP_INGAME_ONLY/TEAMSCORE_NOTIFY_15,a&MP_INGAME_ONLY/TEAMSCORE_NOTIFY_15,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#teamscore_notify_20,a&MP_INGAME_ONLY/TEAMSCORE_NOTIFY_20,a&MP_INGAME_ONLY/TEAMSCORE_NOTIFY_20,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#teamscore_notify_25,a&MP_INGAME_ONLY/TEAMSCORE_NOTIFY_25,a&MP_INGAME_ONLY/TEAMSCORE_NOTIFY_25,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#ko_obj_grab,a&SPLASHES/KO_OBJ_GRAB,a&SPLASHES/KO_OBJ_GRAB,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#ko_killed_carrier,a&SPLASHES/KILLED_KO_CARRIER,a&SPLASHES/KILLED_KO_CARRIER,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_32c5f215f3ec3b3,a&SPLASHES/CAP_HOSTAGE,a&SPLASHES/CAP_HOSTAGE,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#ko_obj_pickup,a&SPLASHES/KO_OBJ_PICKUP,a&SPLASHES/KO_OBJ_PICKUP,a&SPLASHES/KO_OBJ_PICKUP_DESC,hud_icon_splash_kill,#ui_splash_screen_default,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#callout_ko_pickup_owner,a&SPLASHES/KO_OBJ_PICKUP,a&SPLASHES/KO_OBJ_PICKUP,a&SPLASHES/KO_OBJ_PICKUP_DESC,hud_icon_objective_cash_bag,#,playercard_splash,gameplay,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#callout_ko_pickup_friendly,a&SPLASHES/KO_OBJ_PICKUP_FRIENDLY,a&SPLASHES/KO_OBJ_PICKUP_FRIENDLY,a&SPLASHES/KO_OBJ_PICKUP_DESC,hud_icon_objective_cash_bag,#,playercard_splash,gameplay,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#callout_ko_pickup_enemy,a&SPLASHES/KO_OBJ_PICKUP_ENEMY,a&SPLASHES/KO_OBJ_PICKUP_ENEMY,a&SPLASHES/KO_OBJ_PICKUP_DESC_ENEMY,hud_icon_objective_cash_bag,#,playercard_splash,gameplay,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_9beec2c593762dc2,a&SPLASHES/RECON_ENEMY_MARKED,a&SPLASHES/RECON_ENEMY_MARKED,a&,hud_icon_splash_kill,#,,,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_9021b5fc3cf2d1ce,a&SPLASHES/RECON_EQUIPMENT_MARKED,a&SPLASHES/RECON_EQUIPMENT_MARKED,a&,hud_icon_splash_kill,#,,,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_a3e2ecf35235e00e,a&SPLASHES/RECON_KILLSTREAK_MARKED,a&SPLASHES/RECON_KILLSTREAK_MARKED,a&,hud_icon_splash_kill,#,,,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#tactical_camera_enemy_player_marked,a&SPLASHES/TACTICAL_CAMERA_ENEMY_PLAYER_MARKED,a&SPLASHES/TACTICAL_CAMERA_ENEMY_PLAYER_MARKED,a&,hud_icon_splash_kill,#,,,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#tactical_camera_enemy_agent_marked,a&SPLASHES/TACTICAL_CAMERA_ENEMY_AGENT_MARKED,a&SPLASHES/TACTICAL_CAMERA_ENEMY_AGENT_MARKED,a&,hud_icon_splash_kill,#,,,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#sound_veil_effect,a&SPLASHES/SOUND_VEIL_EFFECT,a&SPLASHES/SOUND_VEIL_EFFECT,a&,hud_icon_splash_kill,#,,,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#super_battlerage_extend,a&SPLASHES/SUPER_BATTLERAGE_EXTEND,a&SPLASHES/SUPER_BATTLERAGE_EXTEND,a&,hud_icon_splash_kill,#,,,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_63ddb3737fcc850d,a&SPLASHES/SUPER_BAMBOOZLE_ASSIST,a&SPLASHES/SUPER_BAMBOOZLE_ASSIST,a&,hud_icon_splash_kill,#,,,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_5a2c275279403f5,a&SPLASHES/MISSION_COMPLETION_HELPER,a&SPLASHES/MISSION_COMPLETION_HELPER,a&SPLASHES/MISSION_COMPLETION_HELPER_DESC,hud_icon_splash_kill,#,splash,skill,,a&,,,,99,1,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_door_unlocked,a&SPLASHES/DMZ_DOOR_UNLOCKED,a&SPLASHES/DMZ_DOOR_UNLOCKED,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,99,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#dmz_stronghold_unlocked,a&SPLASHES/DMZ_STRONGHOLD_UNLOCKED,a&SPLASHES/DMZ_STRONGHOLD_UNLOCKED,a&,hud_icon_splash_kill,#,splash,skill,,a&,,,,99,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
