Jose Doran,string,,,
Joseph Casalenuovo,string,,,
Joshua Louderback,string,,,
Juan Morelli,string,,,
Kevin Myers,string,,,
Krassimir Touevsky,string,,,
Laura Hinojos,string,,,
Lei Hu,string,,,
Leo Zide,string,,,
Lutz Kellen,string,,,
Marc Costa,string,,,
Mark Soriano,string,,,
Martin Donlon,string,,,
Mason Lietzke,string,,,
Matt Kimberling,string,,,
Matthew Troutman,string,,,
Miguel Escurdero,string,,,
Mike Uhlik,string,,,
Nicolas Silvagni,string,,,
Ningshan Ouyang,string,,,
Penny Chock,string,,,
Peter Mielcarski,string,,,
Randy Schmidt,string,,,
Ryan Bernstein,string,,,
Sabarish Chandramouli,string,,,
Sam Montanari,string,,,
Scott Scaccianoce,string,,,
Scott Smith,string,,,
Sergio Gonzalez,string,,,
Simon Pinochet Concha,string,,,
Siyi Cao,string,,,
Spencer Park,string,,,
Stephen Crowe,string,,,
Trevor Walker,string,,,
Van Nicoghosian,string,,,
Varun Sharma,string,,,
Vatsel Patel,string,,,
William Cornell,string,,,
Yansen Sheng,string,,,
Yichen Duan,string,,,
Zackary Valenta,string,,,
CREDITS/DEPT_PRODUCTION,dept,,,
André Lawton,string,,,
Blake Prevel,string,,,
Chris Chowdhury,string,,,
Dany Inthaxoum,string,,,
Don Oades,string,,,
Edwin Payen,string,,,
Fozzy Boudaz,string,,,
James Fouche,string,,,
Jessica Wise,string,,,
Jonathan Paetzold,string,,,
Justice Chiusano,string,,,
Karine Windy Boudreault,string,,,
Karl Hutson,string,,,
Leo Parada,string,,,
Manny Mederos,string,,,
Michael Munoz,string,,,
Neal Nikaido,string,,,
Nicolas Wibawanto,string,,,
Robert Herrera,string,,,
Sam Hoyt,string,,,
Samuel Chavles,string,,,
Stephanie Alvarado,string,,,
CREDITS/DEPT_UI,dept,,,
David Duckworth,string,,,
Ewa Trusz,string,,,
Frankie Palmer,string,,,
Garrett Haas,string,,,
Ian Loyd,string,,,
Jason Strickland,string,,,
José San Juan,string,,,
Michael Paskar,string,,,
Rachel Thieman,string,,,
Sean Oliver,string,,,
BLANKLONG,blank,,,
Original Score,logotext,,,
BLANK,blank,,,
Music Composed, Performed, and Produced By,dept,,,
Sarah Schachner,string,,,
Additional Music by,dept,,,
East West Studios, Los Angeles,string,,,
Baseck,string,,,
Brain,string,,,
Destani Wolf,string,,,
Jason Graves,string,,,
Logan Taylor,string,,,
MB Gordy,string,,,
Richie Biggs,string,,,
BLANK,blank,,,
Call of Duty Universe Theme,dept,,,
Sam Marshall,cast,Composed by,,
Nashville Music Scoring,cast,Performed by,,
Nick Spezia at Ocean Way Studios, Nashville,cast,Recorded by,,
BLANK,blank,,,
BLANK,blank,,,
BLANK,blank,,,
BLANK,blank,,,
BLANK,blank,,,
8th Wonder Productions LLC,dept,,,
Ana Lenchantin,string,,,
Mario Tapia,string,,,
Steve Ouimette,string,,,
Spider Farm Productions,dept,,,
JD Mayer,string,,,
Nicole Yazmin,string,,,
Raheem Frederick,string,,,
Sam Marshall,string,,,
141,dept,,,
Omar Angulo Robles,cast,Written by,,
Alan Manuel Ramírez Salcido,cast,Main Vocal,,
Banda MS de Sergio Lizárraga,cast,Performed by,,
Pro 65,cast,Produced By,,
Lizos Music,cast,Published,,
BLANK,blank,,,
Bad Guy,dept,,,
Finneas O'Connell,cast,Written by,,
Billie Eilish O'Connell,cast,,,
Brain,cast,Performed by,,
Melissa Reese,cast,,,
Simon Scott,cast,,,
Last Frontier and Universal Music Corp.,cast,Published,,
on behalf of itself and DRUP,cast,,,
BLANK,blank,,,
Come and Get it,dept,,,
Nick Tremblay,cast,Written by,,
Nick Tremblay,cast,Performed by,,
Nick Tremblay,cast,Produced By,,
Juggernaut Music,cast,Courtesy of,,
BLANK,blank,,,
Every Last Cell,dept,,,
Steve Ouimette,cast,Written by,,
Steve Ouimette,cast,Performed by,,
Steve Ouimette,cast,Produced By,,
Juggernaut Music,cast,Courtesy of,,
BLANK,blank,,,
Gallito Ingles,dept,,,
David Izquierdo,cast,Written by,,
Luis Gerardo Garza Cisneros,cast,,,
Mauricio Terracina Padilla,cast,,,
Zurdok,cast,Performed by,,
Warner Chappell Music Mexico S.A. DE C.V. (SACM),cast,Published,,
and Chetes Music Publishing (SACM),cast,,,
Universal Music Mexico under license,cast,Courtesy of,,
from Universal Music Enterprises,cast,,,
BLANK,blank,,,
La Gente Come Gente,dept,,,
Christian Nayer Enciso Hernandez,cast,Written by,,
Conrado Del Campo Montes,cast,,,
Manuel Avila Solis,cast,,,
Manuel Rubio Mendoza,cast,,,
Dolores de Huevos,cast,Performed by,,
BLANK,blank,,,
Lies 22,dept,,,
Nick Tremblay,cast,Written by,,
Nick Tremblay,cast,Performed by,,
Nick Tremblay,cast,Produced By,,
Juggernaut Music,cast,Courtesy of,,
BLANK,blank,,,
Punk Destroy,dept,,,
Mauricio Didier Rios Medina,cast,Written by,,
Angel Michael Rodriguez Puttzis,cast,,,
Irving Canton Quezada,cast,,,
Juan Francisco Ayala Gonzalez,cast,,,
Karel David Sanchez Rojas,cast,,,
De Nalgas,cast,Performed by,,
Peermusic III, Ltd. o/b/o itself and ,cast,Published by,,
Juan Francisco Ayala Gonzalez Publishing Designee (BMI),cast,,,
Warner Chappell Music Mexico S.A. DE C.V. (SACM),cast,,,
and Chetes Music Publishing (SACM),cast,,,
Warner Chappell Music Mexico S.A. DE C.V.,cast,,,
administered by WC Music Corp.,cast,,,
BLANK,blank,,,
Schizophrenic Episode,dept,,,
Steve Ouimette,cast,Written by,,
Steve Ouimette,cast,Performed by,,
Steve Ouimette,cast,Produced By,,
Juggernaut Music,cast,Courtesy of,,
BLANK,blank,,,
Ticking Bomb,dept,,,
Aloe Blacc,cast,Written by,,
Antonina Armato,cast,,,
Timothy Price,cast,,,
Adam Schmalholz,cast,,,
Destani Wolf,cast,Performed by,,
Brain,cast,,,
Melissa Reese,cast,,,
Justin Hunt,cast,,,
Craig Bicknell,cast,,,
JD Mayer,cast,,,
Aloe Blacc Publishing, Inc., Hipgnosis SFH I Limited,cast,Published,,
BLANK,blank,,,
BLANKLONG,blank,,,
CREDITS/EXTERNALPARTNERS,logotext,,,
Additional Sound Effects, 344 Audio Limited,dept,,,
Alex Gregson,string,,,
Helinet Aviation Services, LLC,dept,,,
Alex Anduze,string,,,
James Sleigh,string,,,
Kevin Larosa II,string,,,
Kevin Larosa Sr.,string,,,
Mark Hulsey,string,,,
Redhot CG, A Keywords Company,dept,,,
Alex You,string,,,
Amirul HHF,string,,,
Annie Su,string,,,
Asief Wirawan,string,,,
Christian Harimurti,string,,,
Daniel Staton,string,,,
Emanuel Trisnajati,string,,,
Feng Yibo,string,,,
Gan Chenchao,string,,,
Gayus Hendriyanto,string,,,
Geng Tianyu,string,,,
Guo Guangyang,string,,,
Guo Shuai,string,,,
Henny Purwadi,string,,,
Ilham Priyo,string,,,
Jamal,string,,,
Jiang Cong,string,,,
Jiang Wenhui,string,,,
Kuai Leilei,string,,,
Leo Lin,string,,,
Li Shaoquan,string,,,
Lia Angelina,string,,,
Liao Haozhi,string,,,
Liao RuiBin,string,,,
Liu Haoqiang,string,,,
Liu Yongyuan,string,,,
Liu Zhao,string,,,
Lu Xiangqian,string,,,
Luluk Silviana,string,,,
Ogi Prasetiya,string,,,
Peng Kun,string,,,
Priscilla Angelica,string,,,
Rinita Hapsari,string,,,
Romario Manggala,string,,,
Scott Zhao,string,,,
Shen Jun,string,,,
Song Haoyuan,string,,,
Sun Mengna,string,,,
Sun Peng,string,,,
Wang Xiaodong,string,,,
Wang Yaqi,string,,,
Wang Yun,string,,,
Wang Zhijun,string,,,
Wu Lina,string,,,
Yang Heli,string,,,
Yang YongJian,string,,,
Zhang Ao,string,,,
Zhang Jiaqi,string,,,
Zhang Shangke,string,,,
Zhang Yuan,string,,,
Zhao Chaoying,string,,,
Zhao Heng,string,,,
Zhou Guowen,string,,,
Art Bully Productions,dept,,,
Abhinav Dixit,string,,,
Akezhan Khussainov,string,,,
Aleksa Dragutinovic,string,,,
Aleksandar Paskas,string,,,
Aleksandar Rakic,string,,,
Aleksandar Saric,string,,,
Alvis Bansal,string,,,
Bogdan Popovic,string,,,
Bosko Pavlovic,string,,,
Bosko Vasovic,string,,,
David Ibrovic,string,,,
Dejan Backovic,string,,,
Dominick DiGirolamo,string,,,
Dusan Recevic,string,,,
Dylan Cornell,string,,,
Gaurav Joshi,string,,,
Goran Bradonjic,string,,,
Grzegorz Hanczyk,string,,,
Harshit Kharbanda,string,,,
Ivan Jankovic,string,,,
Ivan Trifunovic,string,,,
Janine Recio,string,,,
Jasvinder Singh,string,,,
Kalpesh Sethi,string,,,
Kamlesh Mehta,string,,,
Kyrylo Titov,string,,,
Lalitesh Shrivastava,string,,,
Lazar Svrkota,string,,,
Ljubica Banicevic,string,,,
Marco Di Luca,string,,,
Marcus Dublin,string,,,
Marina Nesic,string,,,
Mario Socinjanc,string,,,
Marko Matovic,string,,,
Marko Ralcic,string,,,
Mihajlo Ristic,string,,,
Milan Jelenkovic,string,,,
Milos Savkovic,string,,,
Nemanja Dojkic,string,,,
Nenad Petrovic,string,,,
Nikita Yurganov,string,,,
Nitin Kumar,string,,,
Omkar Gaikwad,string,,,
Patrick Nuckels,string,,,
Petar Dimic,string,,,
Petar Grozdanovic,string,,,
Predrag Novakovic,string,,,
Rahul Shrimali,string,,,
Ricardo Sousa,string,,,
Sanket Gupta,string,,,
Shubham Soni,string,,,
Siddharth Bharadwaj,string,,,
Simranjeet Karon,string,,,
Sivakumar Annamalai,string,,,
Sunny Kumar,string,,,
Teodora Stankovic,string,,,
Vladan Punda,string,,,
Vladan Randelovic,string,,,
Vladan Spasic,string,,,
Vladimir Sipka,string,,,
Yuriy Mironov,string,,,
Zeljko Tasic,string,,,
Blur,dept,,,
Aamir Moosa,string,,,
Aaron Weldon,string,,,
Adam Spring,string,,,
Al Shier,string,,,
Aleksandar Jovanovic,string,,,
Alex Litchinko,string,,,
Alexa Toth,string,,,
Alexander Chavez,string,,,
Alla Chernova,string,,,
Althea Murphy,string,,,
Andrea Bertaccini,string,,,
Andrew Hu,string,,,
Anthony Cabrera,string,,,
Beat Reichenbach,string,,,
Ben Cinelli,string,,,
Bryan Hillestad,string,,,
Celia Digard,string,,,
Chris Fung,string,,,
Christian Reese,string,,,
Christopher Youngless,string,,,
Collin Banko,string,,,
Damien Canderle,string,,,
Damien Peinoit,string,,,
Dan Levy,string,,,
Dan Parra,string,,,
Daniel Bauer,string,,,
Daniel Kho,string,,,
Daniel Wrightsell,string,,,
Dante Quintana,string,,,
Darren Butler,string,,,
David Weir,string,,,
Davide Di Giannantonio,string,,,
Derek Andrews,string,,,
Djordie Jovanovic,string,,,
Djordje Jovanovic,string,,,
Eric Voegels,string,,,
Erik Carlson,string,,,
Evgeny Rodygin,string,,,
Franck Balson,string,,,
Gabriel Rivera,string,,,
Greg Patten,string,,,
Guillaume Babin,string,,,
Hasan Bajramovic,string,,,
Hubert J. Daniel,string,,,
Jadrien Cousens,string,,,
James Atilano,string,,,
Jared Fischler,string,,,
Jared Tripp,string,,,
Jeremiah Izzard,string,,,
Joe Coleman,string,,,
John Sasaki,string,,,
Jonty Jordan,string,,,
Jonty Knocker,string,,,
Josh Schwartz,string,,,
Joshua Cogswell,string,,,
Justin Dunkle,string,,,
Kai Kyoungsoo Kim,string,,,
Kane Rogers,string,,,
Karin Endo,string,,,
Kemer Stevenson,string,,,
Kim Tailhades,string,,,
Kirby Miller,string,,,
Laura Gartelman,string,,,
Leslie Susman,string,,,
Luis Silva,string,,,
Magdalena Dadela,string,,,
Magdalena Daleda,string,,,
Margot Bradshaw,string,,,
Mario Adriano,string,,,
Mark Gross,string,,,
Mark Mancewicz,string,,,
Marlon Nunez,string,,,
Mathias Jourdes,string,,,
Matt Giovingo,string,,,
Matthew W. Newell,string,,,
Mike Hendricks,string,,,
Miko W. Mai,string,,,
Monica Singh-Haley,string,,,
Monique Moreno,string,,,
Montana Becker,string,,,
Nabil Schiantarelli,string,,,
Narcis Calin,string,,,
Narek Tashchyan,string,,,
Nathan Mooth,string,,,
Nico Bauerschaefer,string,,,
Nicolas Collings,string,,,
Nicole Keefe,string,,,
Nikita Y. Pavlov,string,,,
Nitant Ashok Karnik,string,,,
Noll Linsangan,string,,,
Oliver Parcasio,string,,,
Olivia Kuo,string,,,
Paolo Dominici,string,,,
Paul Huang,string,,,
Paul Pislea,string,,,
Pratik Valiji Virash,string,,,
Robert Garcia,string,,,
Robert Laplante,string,,,
Rodrigo da Costa,string,,,
Rohit Jain,string,,,
Romain Chassefiere,string,,,
Romain Garcia,string,,,
Ruben Athouel,string,,,
Sachin Panekar,string,,,
Saleh Jamsheer,string,,,
Samuel Hung,string,,,
Sarah Petruzzi,string,,,
Sean Cody,string,,,
Sean Manning,string,,,
Shannon Lyman,string,,,
Shao Chen,string,,,
ShaoYu Hsu,string,,,
Shraga Weiss,string,,,
Silvia Palara,string,,,
Simon Arnaud,string,,,
Stavros Karagiannis,string,,,
Stefan Kovacs,string,,,
Steven Cormann,string,,,
Sunjung Kwon,string,,,
Suzanne Labrie,string,,,
Tadao Masuyama,string,,,
Taylor Clutter,string,,,
Thierry Labelle,string,,,
Todd Kumpf,string,,,
Tom Tran,string,,,
Travis Souza,string,,,
Tyler Cayce,string,,,
Tyler Fox,string,,,
Valerian Zamel,string,,,
Victor Wei,string,,,
Vince Lee,string,,,
Warren Grubb,string,,,
Wes Cronk,string,,,
Yury Sakovich,string,,,
Zachary Cork,string,,,
Bullseye USA Inc./BASE Firearms and Training,dept,,,
Ira LaBarge,string,,,
Connected Media,dept,,,
BLANK,blank,,,
SHORTBLANK,blank,,,
Consultants,dept,,,
Karim Sadjadpor,string,,,
William A. Banner,string,,,
Crankcase Audio Inc.,dept,,,
Adam Boyd,string,,,
David Pritchard,string,,,
John Twigg,string,,,
DI4D,dept,,,
Adam Semple,string,,,
Aleks Krzyszton,string,,,
Ami Wood,string,,,
Andrew Marshall,string,,,
Claire Copland,string,,,
Colin Urquhart,string,,,
Declan Quinn,string,,,
Douglas Green,string,,,
Emir Hamitouche,string,,,
Ewan Borland,string,,,
Georgi Slavov,string,,,
Grant Watters,string,,,
Iain Kilby,string,,,
Krtistiyan Kamenov,string,,,
Lewis Telfer,string,,,
Lindsey Brown,string,,,
Rachael Anderson,string,,,
Rich Cross,string,,,
Stuart Shaw,string,,,
Zoe Makin,string,,,
Dallas Audio Post,dept,,,
Nicole Auringer,string,,,
Paola Guzman,string,,,
Shelby Taylor,string,,,
Dead Air Silencers,dept,,,
Mike Pappas,string,,,
Dragon's Lake Entertainment,dept,,,
Albert Gil,string,,,
Aleksandr Bezsilko,string,,,
Alexander Perepelitsa,string,,,
Andrii Dotsenko,string,,,
Andrii Tsyhankov,string,,,
Anton Dukhanov,string,,,
Anton Hladun,string,,,
Anton Zubko,string,,,
Daniel Negrea,string,,,
Danyil Andriichenko,string,,,
Daria Mishchenko,string,,,
Denis Kulakov,string,,,
Dmitri Samarin,string,,,
Dmitrii Shteinikov,string,,,
Egor Osipov,string,,,
Evgeniy Andrievskiy,string,,,
Evgeny Korostelev,string,,,
Iaroslav Dubitskii,string,,,
Ihor Fedan,string,,,
Iuliia Stasenko,string,,,
Ivan Dubrovskyi,string,,,
Maksym Kapelianovych,string,,,
Maksym Khlyzov,string,,,
Oleksandr Aleksieiev,string,,,
Oleksandr Nikolaiev,string,,,
Oleksandr Suprunenko,string,,,
Oleksii Romaniuk,string,,,
Oleksii Shapyro,string,,,
Pavlo Pershuta,string,,,
Ruslan Neshta,string,,,
Semen Kliatsko,string,,,
Sergey Kulikouski,string,,,
Viacheslav Alenin,string,,,
Viktor Yermakov,string,,,
Vitalii Bilodid,string,,,
Vladimir Makeev,string,,,
Vladyslav Nichyk,string,,,
Vladyslav Serha,string,,,
Yevhen Subbotin,string,,,
DriveTanks.com,dept,,,
Brandon Riley,string,,,
Caleb Patterson,string,,,
Devin Clark,string,,,
Gabriel Vargas,string,,,
Glenn Fleming,string,,,
Jose Mosqueda,string,,,
Michael Zales,string,,,
Spencer Tesanovich,string,,,
Tommy Hartman,string,,,
Eastern Wind Studio,dept,,,
Maryam Daneshvar,string,,,
Elite3D,dept,,,
Adrian Rodríguez,string,,,
Albert Patru,string,,,
Bjorn Seinstra,string,,,
Carlo Garijo,string,,,
Dander Rosas,string,,,
Daniel Rodríguez,string,,,
Fernando Fargueta,string,,,
Jaime Motos,string,,,
Joe M. Lazaro,string,,,
Jose Luis Queral,string,,,
Joshua Pears,string,,,
Juan Ganivet,string,,,
Luis Navarro-Olivares Vicente,string,,,
Nicolas Navarro,string,,,
Oscar Ferrero,string,,,
Paulo Ferreira Soares,string,,,
Raul Moya,string,,,
Raul Olea,string,,,
Rodrigo Aguirre,string,,,
Sam Stott,string,,,
Sami Sakr,string,,,
Samuel Gilbert,string,,,
Sergi Coca Gil,string,,,
Soraya Timmers,string,,,
Xavier Minguell Solanes,string,,,
Empty Sea Audio,dept,,,
Alex Knickerbocker,string,,,
Amanda McDonnell,string,,,
Austin Krier,string,,,
Charlie Gondak,string,,,
Kerri Shak,string,,,
Mark Camperell CAS MPSE,string,,,
Robert Weiss,string,,,
Ryan Ongaro,string,,,
GameOn,dept,,,
Amy Ashfaq,string,,,
Anderson Rodrigues,string,,,
Daniel Watchorn,string,,,
Eloy Perez,string,,,
Felix Famelart,string,,,
Francis Limoges,string,,,
Frédéric Beaudet,string,,,
Guolu Chen,string,,,
Javier Lopez,string,,,
Jesse Lantagne,string,,,
John-Sébastien Côté,string,,,
Jonathan David Bedard,string,,,
Karine Blackburn,string,,,
Laurianne Fortin,string,,,
Laurie Gagné,string,,,
Marie-Hélène Weiss,string,,,
Marie-Pier Larose,string,,,
Martin Delorme,string,,,
Mathieu Rasoamahenina,string,,,
Max Laferriere,string,,,
Mélissa Gouin-Lachance,string,,,
Nik Schmidt,string,,,
Pascal Gagné,string,,,
Rayan Tiraghan,string,,,
Richard Parent,string,,,
Robert Montcalm,string,,,
Sam Girardin,string,,,
Samuel Gendron,string,,,
Sébastien Rouleau,string,,,
Thomas Liccioni,string,,,
Valérie Paul,string,,,
Yohan Martel,string,,,
Getty Images Inc.,dept,,,
BLANK,blank,,,
SHORTBLANK,blank,,,
Hard Suit Labs,dept,,,
Brandon Johnson,string,,,
Dodge Lafnitzegger,string,,,
Garrett Conti,string,,,
Isaac Dugaw,string,,,
John Opila,string,,,
Joshua Boren,string,,,
Kael Hammond,string,,,
Matthew VanCompernolle,string,,,
Russell Neslon,string,,,
Urias Rooney,string,,,
Victoria House,string,,,
Havok,dept,,,
Chris Kondrick,string,,,
David Davidovic,string,,,
Jeff Peterson,string,,,
John Massaro,string,,,
Matthew DeNovio,string,,,
Pavle Josipovic,string,,,
Zhouji Tian,string,,,
Hyperbole Inc.,dept,,,
Andrew Hawryluk,string,,,
Nicolas Lopardo,string,,,
Independent Contractors,dept,,,
Adam Sacco,string,,,
Adrien Roose,string,,,
Alexander Khaliman,string,,,
Benjamin Last,string,,,
Brendan Wiuff,string,,,
Christina Cofran,string,,,
Dmytro Butenko,string,,,
Ed Fedorei,string,,,
Iskander Gallyamov aka kenprol,string,,,
Jordan Grossman,string,,,
Matt Codd,string,,,
Max Katsylo,string,,,
Mykola Myhalenko,string,,,
Pratik Choudhury,string,,,
Preetam Raj Bordoloi,string,,,
Robb Shoberg,string,,,
Ryan Phair,string,,,
Sebastian Stolaczyk,string,,,
Uttam Raj Bordoloi,string,,,
Vikram Raj Bordoloi,string,,,
Independent Studio Services (ISS),dept,,,
John Welch,string,,,
Larry Zanoff,string,,,
Tim Burris,string,,,
Jali Research,dept,,,
Chris Landreth,string,,,
David Bossin-Hardy,string,,,
Elzanne Venter,string,,,
Lazo Pancho,string,,,
Pif Edwards,string,,,
Sarah Watling,string,,,
Just Cause Solutions,dept,,,
Justin Carling,string,,,
Kamera Obscura,dept,,,
Allen Chodakowski,string,,,
Annie Wildmoser,string,,,
Brooks Ludwick,string,,,
Cameron Riddles,string,,,
David Klassen,string,,,
Eric Kim,string,,,
John Paul Meyer,string,,,
Kevin Hughes,string,,,
Nick Piatnik,string,,,
Nikola Dupkanic,string,,,
Paul Sun,string,,,
T.J. Williams,string,,,
Tony Perija,string,,,
Little Zoo,dept,,,
Alexa Mueller-Heyn,string,,,
Amanda Linscott,string,,,
Bryan Larson,string,,,
George Schermer,string,,,
Israel Woolfolk,string,,,
Jackie Munro,string,,,
Jamie Giger,string,,,
Jason Taylor,string,,,
Laura Lempert,string,,,
Matt Walker,string,,,
Thomas Price,string,,,
Milsim Mocap Performers,dept,,,
Christian Lopez,string,,,
Michael Baumgarten,string,,,
Pearce Cucchissi,string,,,
Ray Mendoza,string,,,
Ryan Sangster,string,,,
Monotype Imaging Inc.,dept,,,
BLANK,blank,,,
SHORTBLANK,blank,,,
Nobody Studio,dept,,,
Delphine Blaineau,string,,,
Jeremy Ageron,string,,,
Loic Lemoine,string,,,
Sebastien Chort,string,,,
Thomas Verly,string,,,
Victor Martinez,string,,,
North Star Entertainment,dept,,,
2nd Unit Director Mikal Vega,string,,,
Outloud Audio,dept,,,
Ethan Grafton,string,,,
Jordan King,string,,,
Kyle Gaffney,string,,,
Mark Kondracki CAS,string,,,
Simon Sampath-Kumar,string,,,
Ox Hunting Ranch,dept,,,
BLANK,blank,,,
SHORTBLANK,blank,,,
Pitstop Productions,dept,,,
Ben Arnold,string,,,
Callan Evans,string,,,
Cassie White,string,,,
Charlotte Freeman,string,,,
Dan Perry,string,,,
Daniel Thompson,string,,,
Hannah Smith,string,,,
Helen Bower,string,,,
Jake McCormack,string,,,
Joseph Mott,string,,,
Josh Polhill,string,,,
Josh Taylor,string,,,
Josh Weeden,string,,,
Joy Jackson,string,,,
Lenny Bedford,string,,,
Lisha Hirst,string,,,
Mia Watson,string,,,
Michael Jukes,string,,,
Rogan Shelton,string,,,
Stephen Trafford,string,,,
Tatsujiro Oto,string,,,
Tom Whitehead,string,,,
ProAudioStar,dept,,,
BLANK,blank,,,
SHORTBLANK,blank,,,
Quixel,dept,,,
BLANK,blank,,,
SHORTBLANK,blank,,,
Rebound Sound Company,dept,,,
Tomasz Kaczor,string,,,
Ronin Tactics,dept,,,
Evan Barbier,string,,,
Gabriel Blardony,string,,,
Ruthie Lam,string,,,
Samuel Chhoeng,string,,,
Tu Lam,string,,,
Room 8 Studio,dept,,,
Aleksandra Gapych,string,,,
Alexander Bespalko,string,,,
Alexander Dvinyanin,string,,,
Anastasia Nurmi,string,,,
Anastasiia Akhremenko,string,,,
Anastasiia Hiriavenko,string,,,
Anastasiia Kasatova,string,,,
Andrii Serhiienko,string,,,
Anna Verlanova,string,,,
Anton Deriabin,string,,,
Artem Tymofieiev,string,,,
Damian Motyl,string,,,
Danylo Dovhyi,string,,,
Daria Synkova,string,,,
David Seoane,string,,,
Denis Karpiets,string,,,
Dmitry Havrylov,string,,,
Dmytro Rybakov,string,,,
Elizaveta Sapozhnikova,string,,,
Gleb Plaksa,string,,,
Ihor Buhrin,string,,,
Illia Milevskyi,string,,,
Inna Pendiur,string,,,
Inna Sula,string,,,
Kateryna Bohush,string,,,
Kateryna Bondar,string,,,
Kseniia Taranets,string,,,
Maksim Sapsai,string,,,
Maksym Hladyshev,string,,,
Maksym Stupin,string,,,
Maksym Svynoboi,string,,,
Mariia Boiarska,string,,,
Mark Osadchii,string,,,
Nadiia Protasova,string,,,
Natalia Shilimina,string,,,
Nikodem Chmiel,string,,,
Nina Popovych,string,,,
Oleksandr Denysenko,string,,,
Oleksandr Zhadan,string,,,
Oleksandra Andreieva,string,,,
Oleksii Zadorozhnyi,string,,,
Roman Gryshaev,string,,,
Romana Ballo,string,,,
Ruslan Svynoboi,string,,,
Sofiia Tepman,string,,,
Stanislav Kontsevych,string,,,
Taras Koval,string,,,
Tetiana Nedeliaieva,string,,,
Vadym Okruzhko,string,,,
Vadym Tarasov,string,,,
Veronika Yeremieieva,string,,,
Viacheslav Kozlovskiy,string,,,
Victor Vovk,string,,,
Vitalii Zhurbenko,string,,,
Yaroslav Yaroshchenko,string,,,
Yevhen Poliakov,string,,,
Yuliya Nazheyeva,string,,,
Ryzin,dept,,,
Alan Van Ryzin,string,,,
Anton Sharipov,string,,,
Artyom Shiryaev,string,,,
Ben Behr,string,,,
Cohen Brawley,string,,,
Daniel Kenton,string,,,
